title,artist,like_cnt,lyrics,release_date
"Nirvana Blues (Feat. CAMO, Kid Milli)",Colde (콜드),945,"Oh, who’s that in my mirror?
You look just like me, but you Smells Like Teen Spirit
Oh, my inner daydreamer
Is Something In The Way?
Can you show me something realer?

Oh, yeah I got Nirvana Blues
I don’t need a cure
Need a throwback to my youth
Oh, yeah I got Nirvana Blues
Feelin like Cobain
That’s my name for this tune
Yeah, what you want? Let’s get it
Yeah, you won’t never regret it
Oh, yeah I got Nirvana Blues
I don’t need a cure
Need a throwback to my youth

Yea I need a throwback
Cuz a lil girl really did that
I don’t really listen to no feedbacks
From motherfuckers who can only sit back
Only who can chit chat
Yea I see that
And I'm never goin back no slick back
My vision in CC n my feet match
My booty still growing where my big Mac

I can’t understand why u up my ass
On a scale of 1 to ten, you know where I'm at
I can’t get attached, got too many plans
Still the same kid except for the fact that I be in my bags

U know that I get it
Turn all the scars into coins then I get it
Some call it ballin’ n some call it magic
In either ways I'm seeing confetti
I probably shouldn't be thinking too heavy
Made it from none but I never was petty
My line ain't stop ringing I need a new celly
I make my own money I don't need a zaddy

Yea if I want it then I get it
Yea n I never regret it, not a thing
Yea drop a pin u know I'll be in my feelings
Turnt that shit into a living while these bitches busy missing

Oh, yeah I got Nirvana Blues
I don’t need a cure
Need a throwback to my youth
Oh, yeah I got Nirvana Blues
Feelin like Cobain
That’s my name for this tune
Yeah, what you want? Let’s get it
Yeah, you won’t never regret it
Oh, yeah I got Nirvana Blues
I don’t need a cure
Need a throwback to my youth

I don’t need a shirt, bring me my cap
I don’t need a shirt, bring me my jeans
I don’t need a shirt, bring me my overfit nikes
Where my swiss made at?

I don’t need choker, It felt like choked
Since 집 나올 때부터 여태
껏 난 필요로 했어 도움도
필요로 했어 몸도, 필요로 널

I beat it up 수많은 파리들은 또 시끄러 걔넨 지껄여
우연한 기회로 어떤 party에서 몇번 본게 지난주 우리 마지막 접점
넌 질척대 뭔 얘길 할지 알지 미리 본 스포일러
추억에 살던 og’s 하나둘씩 풀썩 쓰러져

교복을 던지고 돌려 저 amp knob
Feel so special, 된 것 같아 asap rocky
밝은 pin 조명이 저 상상 안의 stage 속
내게 비추고 제스처해
내 양쪽 팔을 더 세차게

I'm feelin good enough
I'm feelin good enough 원하는 건 더 없네
아직 같아 그 꿈 그래서 더 낭비 할 수 없으니
치워 니 방해 물, 가슴 안엔 뛰어 Nirvana Blues

Oh, yeah I got Nirvana Blues
I don’t need a cure
Need a throwback to my youth
Oh, yeah I got Nirvana Blues
Feelin like Cobain
That’s my name for this tune
Yeah, what you want? Let’s get it
Yeah, you won’t never regret it
Oh, yeah I got Nirvana Blues
I don’t need a cure
Need a throwback to my youth

I’m your best friend till the end
I’m the only voice you need inside your head
I should write this song instead
I know everything you thought but never said
You’re my best friend till the end
You’re the only voice I need inside my head
You should write this song instead
You know everything I thought but never said

Oh, who’s that in my mirror?
You look just like me, but you Smells Like Teen Spirit
Oh, my inner daydreamer
Is Something In The Way?
Can you show me something realer?",2024.12.06
Happy Love Christmas,강희,61,"너와 함께 하는 크리스마스
기다려온 순간
설렘이 가득한 거리
흰 눈 아래 너와 나
이젠 나도 용기내볼게
너도 내 손잡아줄래
이 겨울, 너와 나의 love story

첫 눈이 내리는 밤
아이처럼 웃는
네 모습을 보며
눈처럼 쌓이는 맘

저 멀리 종소리에
너의 눈 바라보며
하루종일 두근거리는
내 맘을 넌 알까
조금 떨리지만
너에게 고백해볼까

너와 함께 하는 크리스마스
기다려온 순간
설렘이 가득한 거리
흰 눈 아래 너와 나
이젠 나도 용기내볼게
너도 내 손잡아줄래
이 겨울, 너와 나의 love story

너와 내가 함께 하는 Christmas time
Happy Christmas time and Love with you

온세상 반짝이는
새하얀 눈 속 우리
이런게 사랑인가봐
무슨말이 필요해
우리만의 특별한 크리스마스
시작해볼까

너와 함께 하는 크리스마스
기다려온 순간
설렘이 가득한 거리
흰 눈 아래 너와 나
이젠 나도 용기내볼게
너도 내 손잡아줄래
이 겨울, 너와 나의 love story

이 순간이 계속 되길
하얀 눈이 멈출때까지
매일이 선물 같아
너만 있으면 돼

너에게 전하는 크리스마스
기다려온 지금
설렘이 가득한 거리
흰 눈 아래 너와 나
이젠 나도 고백해볼게
너도 내 손 잡아줄래
이 겨울, 너와 나의 love story

너와 내가 함께 하는 Christmas time

시작해, 너와 나의 love story",2024.12.06
Winter love,원셋 (1set),158,"너와 눈을 맞추고 서로를 바라보고
코 끝이 빨개지는 줄도 모르고
네 어깨에 기대어 너만을 바라보면
내 맘이 네게 닿을 것 같아 그래도 난

Reindeer, pinecone,
it's christmas time
너와 함께인 여름도 난 좋지만
왠지 이 겨울은 추우니까
슬쩍 네게 안기면 눈송이가 녹아내려

너와 손을 꼭 잡고 나란히 걸어보고
두 볼이 빨개지는 줄도 모르고
따스한 촛불 아래 소원을 바라보면
내 맘을 너도 다 알 것 같아 그래서 난

Reindeer, pinecone,
it's christmas time
너와 함께인 여름도 난 좋지만
왠지 이 겨울은 추우니까
슬쩍 네게 안기면 눈송이가 녹아

Love love snowy christmas
선물 같은 이 밤 눈이 내려와
Love love snowy christmas
이 겨울을 너와 함께
이 겨울을 너와 함께",2024.12.06
아리송해,LMST,13,"아침 해가 뜨고
두 눈을 뜨고 난 다음

머릿 속은 너를
그저 궁금해해

이내 무너지는 나의 Guide Line과
너의 미로 속을 헤엄칠 때

날 잃어가지만
널 원하네

거짓말이라도 해줘
빈 말이라도 해줘
맘 먹을 수 있는 건 너잖아

기다림은 내가 가져가야 할 몫이니
이 만큼도 너는 못하니

멀어져가는 네가
느껴지는 것 같애

넌 아리송해
여기저기 너 숨어도 찾을래 난 All day

넌 아리송해
손에 잡힐듯해도

넌 아리송해

You’re so mystery
오 난 헤엄치다 가라앉지
그만 돌아갈래

너는 아무렇지 않게 놓아
버린 내 존재감은 또
헤매이고 말아

길을 잃어가네

거짓말이라도 해줘
빈 말이라도 해줘
맘 먹을 수 있는 건 너잖아

기다림은 내가 가져가야 할 몫이니
이 만큼도 너는 못하니

멀어져가는 네가
느껴질 때면

어항 속에 이미 갇힌듯 해
(But I'm swimin' swimin')

어제와 다를 것 없대
(Don't know how to find)

내가 노력해도
널 밀어내도

중요하지 않단걸 알아
나 어떡해

넌 아리송해
여기저기 너 숨어도 찾을래 난 All day

넌 아리송해
손에 잡힐듯해도

넌 아리송해

넌 아리송해
여기저기 너 숨어도 찾을래 난 All day

넌 아리송해
손에 잡힐듯해도

넌 아리송해",2024.12.06
Go away (Feat. Oov),RA:EE (라이),5,"I’m not gonna miss you baby
꺼져줘 난 널 위해 모든걸 바쳤어
지난날을 후회해 전부 다
남은 기억까지 태우고 싶어
꺼져버린 우리 사인 끝났어
제발 붙잡진 말아줘
같잖은 추억들 전부 다
모두 갖고 내게서 떠나줘

미안해라고
뱉은 너의
한마딘
내 심장을
파고들어
깊게 물들었어
많이
하루의 수십번
생각이 많아서
기다린 시간은
쓰기만 쓰려서
웃는 얼굴 앞에
굳은 내 마음이
웃겨 baby push down
and a memory
하나둘 서서히
너의 핀잔에
지쳐갈 때즘
참았던 눈물이
흘러 반대로
스쳐가고있어

I’m not gonna miss you baby
꺼져줘 난 널 위해 모든걸 바쳤어
지난날을 후회해 전부 다
남은 기억까지 태우고 싶어
꺼져버린 우리 사인 끝났어
제발 붙잡진 말아줘
같잖은 추억들 전부 다
모두 갖고 내게서 떠나줘

I’m not gonna miss you baby
꺼져줘 난 널 위해 모든걸 바쳤어
지난날을 후회해 전부다
남은 기억까지 태우고싶어
Too many scratches on your bag
Girl we have to fact check
그간에 차가운 말들에
누가 더 많이 긁혔는지
그게 뭐가 중요한지
매일 따졌어 바보같이
우린 누가 더 아픈가 싸움을 해
Ping and pong 폭탄 돌리기에
겉잡을 수 없는 fake
Im so sorry but i love you
다 거짓말 사실 Hate you
너 땜에 내 심장의 색깔은 black",2024.12.06
사랑했고 사랑하고 사랑한다 (Ver.1),하모,1,"사랑했고 사랑했고 사랑했다 너만을
사랑하고 사랑하고 사랑한다 지금도
처음부터 나는 너 하나만 사랑했지
너 역시 나만 바라보았고

나의 부족함은 문제되지 않았어
그런데 지금 너는 말하네 내 사랑이 변했다고
세월이 흐를수록 사랑은 더 단단해져서
굳이 말하지 않아도 너는 알 거라 믿었는데

사랑했고 사랑하는 너는 지금
내 사랑을 의심하네
아 누가 내 사랑을 변하게
그리 쉽게 말해버리네

기억해봐 우리가 웃던 그 시간들
함께 걸어왔던 발자국들
변한 건 진심이 아닌 모습일 뿐
너의 마음엔 아직 나 있잖아

사랑했고 사랑하는 너는 지금
내 사랑을 의심하네
아 누가 내 사랑을 변하게
그리 쉽게 말해버리네

사랑은 시간이 지나도 변하지 않는다고
내 마음은 여전히 너를 향해 있다고
아직도 난 너 하나만 바라보네
사라져버린 그 사랑을 찾길 바래",2024.12.06
SEOUL(2021),승후,3,"우리 쉬었다 갈까
조금 멈춰있을까
내가 미워보일까
널 기다리는 난

AH-
AH-
AH-
AH-

난 정말 모두 잘될꺼라 생각만 했어 (했어)
난 정말 모두 이겨낼꺼라 생각만 했어 (했어)


너무 추웠던 겨울
차가웠던 사람들
혼자서 걷던 강남은
술취한 사람만 가득

거짓만 가득했던
나는 도망쳤었지
계속 울기만했고
너는 힘들었겠지

왜 사람들은 울기만 할까
왜 사람들은 보기만 할까
왜 사람들은 듣기만 할까
왜 사람들은

우리 쉬었다 갈까
조금 멈춰있을까
내가 미워보일까
널 기다리는 난

AH-
AH-
AH-
AH-

난 정말 모두 잘될꺼라 생각만 했어
난 정말 모두 이겨낼꺼라 생각만 했어",2024.12.06
Sound of Silence,Ksher(케셔),39,"Ah ah ah ah ah ah woo woah
Ah ah ah ah ah ah woo woah
Ah ah ah ah ah ah woo woah
Ah ah ah ah ah ah woo woah
Every time I wake up In this bed
보내고 싶어 다친 나를 하늘로
이 자리에서 눈물도 많이 흘렸다만
지금은 제일 편한 곳
사람들의 생존 시간에
끼어들려 통곡을 담아내
하루아침엔 말도 안 되는 얘기지만
죽음을 매일 느끼는 중
What are you looking for? It's just a trifle
느껴져? Sound of Silence
내가 눈을 감더라도 놀라지 마
It's Just a chemical reactions of me
아찔하게 무너진 나를 보란 듯이 속여
아쉬워 하지는 마오 눈물 흘린 소년
이미 다 잃었지만
내 가슴속에 숨겨 둔 채로
나를 봐 또 나를 봐 또 나를 봐 또 더 더 나를 봐
이 기적을 두 눈으로 봤으면 해
숨길 수 없는 나이테
짓궂은 망언을 담아 더 비극으로
What are you looking for? It's just a trifle
느껴져? Sound of Silence
내가 눈을 감더라도 놀라지 마
It's Just a chemical reactions of me
What are you looking for? It's just a trifle
느껴져? Sound of Silence
내가 눈을 감더라도 놀라지 마
It's Just a chemical reactions of me",2024.12.06
Fig Wasp,Odd Factory,5,"생각이 많아 잠시
난 누군가
Who can save me Oh my lover
Hi there
뭐 나도 그래
have a good night
피곤하단 말야

Tikitak through the night
작은 별이 되고 싶어
Till the end of my life

잠깐 비켜봐
다시 나갈 수 있어

Tikitak through the night
작은 별이 되고 싶어
Till the end of my life
잠깐 비켜봐
다시 나갈 수 있어

Tikitak through the night

작은 벌이 되고 싶어
Till the end of my life
잠깐 비켜봐
다시 날아갈 수 있어
생각이 많아 잠시
난 누군가
Who can save me Oh my lover",2024.12.06
terrible,도화,2,"Because of your,
my heart jumped as if it were
my last.It's fade I'm back
in the room name

is 'Real'.I feel like I've gained a lot more
have one's hands full
Of course, I'll have to shake this off one by one
clean up


다시 lazy.puff IDC but
I'm not going to ruin it
enough for you to care 물론easliy
Like when we first met on ""CGV""

Looking back, it wasn't a fun 'no pop!'
I just did what you wanted me to do right?
삐걱대는 소리는 나 만 들었잔아
I guess I thought it was obvious at the time


To be honest, we have a lot of scars
to say that it's a good memory.It's a lie
Like this, we'd better break
each other.without a trace

To be honest, we have a lot of scars
to say that it's a good memory.It's a lie
Like this, we'd better break
each other.without a trace


My eyes are murky right now,
but I don't think this sediment will change my mind

You must have given me more
negativity than positivity.oh
I need more x I need more
fill a bathtub with 'x'I gotta go

다르다 했지만 비슷해 깃을 스치는 자체가 misstake
귀속해 됐던건 just fill 어쩌면 pure pain 지금의
생채기들만 봐도 풀이가 되잔아 다시
peppermint 잔향은 모조리 밀고 대실 한칸 뜯어 놨지

무슨색 이든 섞일때까지
그렇게 하늘을 칠하자 같이
은하수 얼룩이 징하게 남지
은하수 우리는 별처럼 가길

우리는 별처럼 가길
별처럼 가길
멍위에 다시 파랗게 각인
나만이 아니길 바란채 다시


To be honest, we have a lot of scars
to say that it's a good memory.It's a lie
Like this, we'd better break
each other.without a trace

To be honest, we have a lot of scars
to say that it's a good memory.It's a lie
Like this, we'd better break
each other.without a trace",2024.12.06
